ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212	ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ915383.56974,0,143241,UniRef50_R6QHH1,44218,48202
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OGKD01000247-OGKD01000247.1-metagenome-genome-assembly--contig:-NODE-247-length-46865-cov-3.599359,0,38974,UniRef50_R6QHH1,31151,35135
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ909665.27358,0,34571,UniRef50_R6QHH1,23463,27447
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UPQO01000389|UPQO01000389.1,0,64748,UniRef50_R6QHH1,59293,63277
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919375.17364,1311,91625,UniRef50_R6QHH1,5151,9135
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ836191.423,0,53318,UniRef50_R6QHH1,41274,45258
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZSR01000045|UZSR01000045.1,0,111942,UniRef50_R6QHH1,5079,9063
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919225.94932,28545,178107,UniRef50_R6QHH1,123475,127459
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ863423.18,0,29895,UniRef50_R6QHH1,22049,26033
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UPCD01000258|UPCD01000258.1,0,66133,UniRef50_R6QHH1,25581,29565
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ914786.20550,18499,167579,UniRef50_R6QHH1,110623,114607
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OHAU01000223-OHAU01000223.1-human-gut-metagenome-genome-assembly--contig:-NODE-223-length-83106-cov-101.114135,0,83106,UniRef50_R6QHH1,66374,70358
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ916020.25761,19462,169993,UniRef50_R6QHH1,113037,117021
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ916024.56575,0,114840,UniRef50_R6QHH1,43701,47685
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ851183.2,17545,119761,UniRef50_R6QHH1,70516,74500
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OWGQ01000215|OWGQ01000215.1,10815,58620,UniRef50_R6QHH1,51591,55578
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919784.67722,0,47108,UniRef50_R6QHH1,3479,7466
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OGER01000300-OGER01000300.1-metagenome-genome-assembly--contig:-NODE-300-length-55861-cov-11.252374,6548,55861,UniRef50_R6QHH1,48829,52816
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OJNJ01000201-OJNJ01000201.1-human-gut-metagenome-genome-assembly--contig:-NODE-201-length-32127-cov-13.405338,0,32127,UniRef50_R6QHH1,25397,29384
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ920168.4737,10011,57116,UniRef50_R6QHH1,50920,54907
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ922468.80750,0,24379,UniRef50_R6QHH1,2745,6732
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ920366.35321,5775,56812,UniRef50_R6QHH1,48553,52540
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZSZ01000367|UZSZ01000367.1,4728,39732,UniRef50_R6QHH1,7027,11035
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OURN01000336-OURN01000336.1-human-gut-metagenome-genome-assembly--contig:-NODE-336-length-20882-cov-6.51107,0,20882,UniRef50_R6QHH1,5499,9477
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OVTG01001459|OVTG01001459.1,0,19282,UniRef50_R6QHH1,7303,11287
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZPY01000563|UZPY01000563.1,2079,28073,UniRef50_R6QHH1,16511,20495
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OOAF01001481|OOAF01001481.1,0,19282,UniRef50_R6QHH1,7303,11287
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZLN01000310|UZLN01000310.1,7064,36974,UniRef50_R6QHH1,21496,25480
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ918114.39216,0,30627,UniRef50_R6QHH1,12821,16805
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919362.29379,0,69424,UniRef50_R6QHH1,63197,67181
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ918979.61235,0,81724,UniRef50_R6QHH1,7534,11518
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919165.29676,0,74857,UniRef50_R6QHH1,7534,11518
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|USYA01000043|USYA01000043.1,20016,139418,UniRef50_R6QHH1,127930,131914
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ918983.12645,0,69087,UniRef50_R6QHH1,62317,66301
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917688.21135,15198,66475,UniRef50_R6QHH1,55015,58999
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917201.38548,4756,30648,UniRef50_R6QHH1,19188,23172
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OWRH01000267|OWRH01000267.1,0,74481,UniRef50_R6QHH1,63168,67152
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917343.7278,19284,159528,UniRef50_R6QHH1,147882,151866
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919180.72113,0,81353,UniRef50_R6QHH1,7534,11518
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919787.11214,0,62953,UniRef50_R6QHH1,44536,48520
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OWEN01000070|OWEN01000070.1,0,103227,UniRef50_R6QHH1,7337,11321
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OWAP01000369|OWAP01000369.1,7978,53980,UniRef50_R6QHH1,47795,51779
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZOY01000153|UZOY01000153.1,0,74416,UniRef50_R6QHH1,7329,11313
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919117.5262,0,26902,UniRef50_R6QHH1,9362,13340
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZOP01000555|UZOP01000555.1,0,22548,UniRef50_R6QHH1,7329,11313
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ925525.58779,0,86369,UniRef50_R6QHH1,39582,43566
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917764.16892,0,112704,UniRef50_R6QHH1,7534,11518
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ915352.54932,0,51354,UniRef50_R6QHH1,7534,11518
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UPRX01000248|UPRX01000248.1,7271,58980,UniRef50_R6QHH1,47106,51090
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ918952.19423,7349,58805,UniRef50_R6QHH1,47184,51168
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919232.45820,7343,58799,UniRef50_R6QHH1,47178,51162
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917457.43844,0,25626,UniRef50_R6QHH1,8710,12697
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZVP01000373|UZVP01000373.1,0,55893,UniRef50_R6QHH1,7308,11295
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919126.19331,0,53263,UniRef50_R6QHH1,9645,13632
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OOZF01000067|OOZF01000067.1,11764,62702,UniRef50_R6QHH1,20320,24313
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ913827.4095,0,72822,UniRef50_R6QHH1,63750,67734
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	NZ_QRYN01000013.1,0,44282,UniRef50_R6QHH1,40823,44270
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZRN01000378|UZRN01000378.1,0,44239,UniRef50_A0A412L761,14,3461
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ920069.54753,0,46925,UniRef50_R6QHH1,1977,5979
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ849514.7,0,69420,UniRef50_R6QHH1,58437,62424
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ915355.945,0,71547,UniRef50_R6QHH1,58566,62553
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UPDO01000303|UPDO01000303.1,0,71476,UniRef50_R6QHH1,58495,62482
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OWHF01000335|OWHF01000335.1,5112,50507,UniRef50_R6QHH1,22600,26587
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917803.25796,0,79011,UniRef50_R6QHH1,16289,20276
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZVB01000017|UZVB01000017.1,17839,111876,UniRef50_R6QHH1,68056,72040
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|USWO01000252|USWO01000252.1,0,53631,UniRef50_R6QHH1,21365,25352
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917319.15782,0,167510,UniRef50_R6QHH1,33372,37359
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZUI01000039|UZUI01000039.1,0,149332,UniRef50_R6QHH1,15194,19181
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ915978.6482,0,57416,UniRef50_R6QHH1,19865,23852
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OGGB01000051-OGGB01000051.1-metagenome-genome-assembly--contig:-NODE-51-length-97096-cov-6.688492,2866,97096,UniRef50_R6QHH1,84483,88470
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919384.8028,0,157846,UniRef50_R6QHH1,10790,14774
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919148.35861,0,51376,UniRef50_R6QHH1,7533,11517
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OWPF01000120-OWPF01000120.1-human-gut-metagenome-genome-assembly--contig:-NODE-120-length-89677-cov-10.046607,0,89677,UniRef50_R6QHH1,35384,39377
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZPF01000263|UZPF01000263.1,0,42152,UniRef50_R6QHH1,12749,16733
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917242.15487,0,72480,UniRef50_R6QHH1,12821,16805
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ925546.44367,6043,53578,UniRef50_R6QHH1,47377,51370
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917617.33372,0,26389,UniRef50_R6QHH1,20147,24140
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ839741.433,7999,54949,UniRef50_A0A373K5X6,48700,51961
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZVV01000325|UZVV01000325.1,4136,57726,UniRef50_R6QHH1,46118,50105
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ920341.19301,0,25898,UniRef50_R6QHH1,2203,6181
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ915983.16387,0,48874,UniRef50_R6QHH1,2203,6181
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ834826.1,293615,499822,UniRef50_R6QHH1,452822,456800
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ913771.6288,2431,38083,UniRef50_R6QHH1,2542,6541
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OPBP01000027|OPBP01000027.1,0,109519,UniRef50_R6QHH1,68822,72821
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OPBD01000083-OPBD01000083.1-human-gut-metagenome-genome-assembly--contig:-NODE-83-length-75071-cov-10.175416,0,72930,UniRef50_R6QHH1,68819,72818
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919791.55901,0,31882,UniRef50_R6QHH1,2936,6920
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919800.4759,0,116050,UniRef50_R6QHH1,20059,23950
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ915982.36555,3837,143756,UniRef50_R6QHH1,49890,53892
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ910666.7154,5586,67087,UniRef50_R6QHH1,23075,27083
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ914787.70890,0,146975,UniRef50_R6QHH1,16289,20267
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UPRY01000047|UPRY01000047.1,0,147006,UniRef50_R6QHH1,16320,20298
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	Ga0168819_100098,2563,149487,UniRef50_R6QHH1,129270,133248
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ824578.8,0,135488,UniRef50_R6QHH1,34158,38136
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UPEB01000060|UPEB01000060.1,0,166698,UniRef50_R6QHH1,99329,103331
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ914876.58853,0,167191,UniRef50_R6QHH1,99358,103360
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA-OPCS01000096-OPCS01000096.1-human-gut-metagenome-genome-assembly--contig:-NODE-96-length-76199-cov-2.414937,0,76199,UniRef50_R6QHH1,68795,72794
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OWQZ01000091|OWQZ01000091.1,18367,79683,UniRef50_R6QHH1,67401,71400
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ477214.34-NODE-34-length-127144-cov-45.3618,0,98136,UniRef50_R6QHH1,3497,7475
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ925843.33936,28982,168171,UniRef50_R6QHH1,152602,156595
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OGJH01000004|OGJH01000004.1,0,138483,UniRef50_R6QHH1,10884,14877
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ925222.8781,0,70874,UniRef50_R6QHH1,23463,27447
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ925140.26658,0,34571,UniRef50_R6QHH1,23463,27447
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ914885.17274,0,85683,UniRef50_R6QHH1,34262,38246
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UPNM01000267|UPNM01000267.1,4079,62805,UniRef50_R6QHH1,51515,55499
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ925172.58571,24519,126822,UniRef50_R6QHH1,115889,119867
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OQNN01000005|OQNN01000005.1,2602,132228,UniRef50_R6QHH1,3641,7619
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OQMD01000043|OQMD01000043.1,2113,115345,UniRef50_R6QHH1,3152,7130
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OPCL01000109|OPCL01000109.1,0,69677,UniRef50_R6QHH1,48179,52187
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|QTYC01000005|QTYC01000005.1,0,137908,UniRef50_R6QHH1,69149,73127
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|QTXF01000006|QTXF01000006.1,4380,100505,UniRef50_R6QHH1,57952,61936
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ915350.42313,0,42985,UniRef50_R6QHH1,2207,6206
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	Ga0168704_100262,0,42770,UniRef50_R6QHH1,2211,6210
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|OVGH01000270|OVGH01000270.1,0,52807,UniRef50_R6QHH1,33635,37613
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ917263.5327,0,81851,UniRef50_R6QHH1,12279,16263
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UZRH01000146|UZRH01000146.1,0,76368,UniRef50_R6QHH1,28137,32121
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ENA|UPEF01000360|UPEF01000360.1,0,53635,UniRef50_R6QHH1,37595,41582
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ914892.38676,28409,137499,UniRef50_R6QHH1,127359,131346
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ920155.83719,0,68340,UniRef50_R6QHH1,23692,27685
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919811.3233,0,48831,UniRef50_R6QHH1,2235,6222
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ920206.83716,760,123333,UniRef50_R6QHH1,90708,94695
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ919101.6335,17180,62927,UniRef50_R6QHH1,56187,60174
ERZ860541.88,12106,62852,UniRef50_R6QHH1,57237,61215	ERZ836471.1329,0,35514,UniRef50_R6QHH1,29520,33333
ERZ918953.50012,0,35322,UniRef50_A0A373K5X6,24240,27027	ERZ918953.50012,0,35322,UniRef50_A0A373K5X6,24240,27027
ENA|WBVU01000004|WBVU01000004.1,2614557,2697514,UniRef50_A0A0K6GF30,2644744,2647747	ENA|WBVU01000004|WBVU01000004.1,2614557,2697514,UniRef50_A0A0K6GF30,2644744,2647747
ERZ913626.888,0,76339,UniRef50_A0A1H7I229,4324,7156	ERZ913626.888,0,76339,UniRef50_A0A1H7I229,4324,7156
NZ_FXZE01000018.1,4093,55430,UniRef50_A0A425WJ49,18297,20316	NZ_FXZE01000018.1,4093,55430,UniRef50_A0A425WJ49,18297,20316
ENA|NVEZ01000059|NVEZ01000059.1,20259,51588,UniRef50_Q2RX87,39364,41416	ENA|NVEZ01000059|NVEZ01000059.1,20259,51588,UniRef50_Q2RX87,39364,41416
ENA|NVEZ01000059|NVEZ01000059.1,20259,51588,UniRef50_Q2RX87,39364,41416	ENA|WJCE01000025|WJCE01000025.1,0,63615,UniRef50_Q2RX87,27711,29763
ENA|NVEZ01000059|NVEZ01000059.1,20259,51588,UniRef50_Q2RX87,39364,41416	NZ_NTZC01000010.1,0,50568,UniRef50_Q2RX87,14530,16582
ENA|NVEZ01000059|NVEZ01000059.1,20259,51588,UniRef50_Q2RX87,39364,41416	NZ_NUOH01000050.1,0,50575,UniRef50_Q2RX87,34001,36053
ENA|NVEZ01000059|NVEZ01000059.1,20259,51588,UniRef50_Q2RX87,39364,41416	ENA|NURO01000030|NURO01000030.1,0,47288,UniRef50_Q2RX87,26130,28182
ENA|NVEZ01000059|NVEZ01000059.1,20259,51588,UniRef50_Q2RX87,39364,41416	NZ_KV827807.1,0,49100,UniRef50_Q2RX87,34196,36248
ERZ899702.20,681,36568,UniRef50_A6BJV4,14873,18905	ERZ899702.20,681,36568,UniRef50_A6BJV4,14873,18905
ERZ899702.20,681,36568,UniRef50_A6BJV4,14873,18905	ERZ918508.30081,0,30612,UniRef50_A6BJV4,12387,16419
ERZ899702.20,681,36568,UniRef50_A6BJV4,14873,18905	Ga0169182_100094,25111,85016,UniRef50_A6BJV4,39303,43335
ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664	ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664
ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664	ENA-OLNN01000148-OLNN01000148.1-human-gut-metagenome-genome-assembly--contig:-NODE-148-length-82646-cov-10.088375,20470,82646,UniRef50_A0A396Q7C4,73562,76613
ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664	ENA-OLQY01000910-OLQY01000910.1-human-gut-metagenome-genome-assembly--contig:-NODE-910-length-29516-cov-3.652286,0,29516,UniRef50_A0A396Q7C4,2336,5387
ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664	ENA|OWCM01000550|OWCM01000550.1,0,37445,UniRef50_A0A396Q7C4,6172,9223
ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664	ERZ917810.44252,0,40101,UniRef50_A0A396Q7C4,28179,31230
ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664	ERZ910692.1337,0,39906,UniRef50_A0A396Q7C4,7785,10836
ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664	ERZ925189.36902,0,50618,UniRef50_A0A396Q7C4,37570,40621
ERZ841164.334,0,46335,UniRef50_A0A396Q7C4,27613,30664	ENA|PVML01016979|PVML01016979.1,391333,558638,UniRef50_A0A396Q7C4,502494,505545
ERZ919304.7531,0,11845,UniRef50_R5YGP2,1470,5580	ERZ919304.7531,0,11845,UniRef50_R5YGP2,1470,5580
ENA|PKGM01000005|PKGM01000005.1,612,37685,UniRef50_A0A2I2AAW9,29612,33677	ENA|PKGM01000005|PKGM01000005.1,612,37685,UniRef50_A0A2I2AAW9,29612,33677
Ga0415207_01,780845,923273,UniRef50_A0A140GR79,904293,906597	Ga0415207_01,780845,923273,UniRef50_A0A140GR79,904293,906597
ENA|OWEO01000079|OWEO01000079.1,0,105502,UniRef50_A0A4P7WDQ6,49092,51555	ENA|OWEO01000079|OWEO01000079.1,0,105502,UniRef50_A0A4P7WDQ6,49092,51555
ENA|OWEO01000079|OWEO01000079.1,0,105502,UniRef50_A0A4P7WDQ6,49092,51555	ERZ917711.38383,0,54175,UniRef50_A0A4P7WDQ6,49024,51487
NZ_DS264139.1,0,130534,UniRef50_A0A0E3A4K5,149,848	NZ_DS264139.1,0,130534,UniRef50_A0A0E3A4K5,149,848
ERZ914859.936,0,31714,UniRef50_R6TXG4,8832,12297	ERZ914859.936,0,31714,UniRef50_R6TXG4,8832,12297
ERZ914859.936,0,31714,UniRef50_R6TXG4,8832,12297	ERZ922474.5228,0,11710,UniRef50_R6TXG4,1968,5433
ENA-OGFG01000122-OGFG01000122.1-metagenome-genome-assembly--contig:-NODE-122-length-87904-cov-9.629535,17031,87904,UniRef50_A0A3G9HDX7,85439,87866	ENA-OGFG01000122-OGFG01000122.1-metagenome-genome-assembly--contig:-NODE-122-length-87904-cov-9.629535,17031,87904,UniRef50_A0A3G9HDX7,85439,87866
NZ_JH980292.1,555467,606696,UniRef50_A0A140GR79,568846,571444	NZ_JH980292.1,555467,606696,UniRef50_A0A140GR79,568846,571444
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAKFOA010000019.1,0,34035,UniRef50_A0A1J6QGH8,9583,12481
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAJDHP010000018.1,0,33491,UniRef50_A0A1J6QGH8,9554,12452
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAJBFV010000021.1,0,29165,UniRef50_A0A1J6QGH8,8821,11719
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AABYJG010000005.1,32422,75736,UniRef50_A0A1J6QGH8,71688,74586
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	ENA|AACNQA010000017|AACNQA010000017.1,0,30454,UniRef50_A0A1J6QGH8,8725,11623
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	ENA|AACREL010000011|AACREL010000011.1,0,67302,UniRef50_A0A1J6QGH8,8767,11665
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AABVZB010000015.1,238,37514,UniRef50_A0A1J6QGH8,8757,11655
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAJFYC010000011.1,0,36778,UniRef50_A0A1J6QGH8,10413,13311
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAJSWH010000019.1,0,27665,UniRef50_A0A1J6QGH8,10413,13311
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAFFXK010000013.1,0,32728,UniRef50_A0A1J6QGH8,10442,13340
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAJHWU010000011.1,0,30454,UniRef50_A0A1J6QGH8,11481,14379
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAJQWY010000022.1,0,27967,UniRef50_A0A1J6QGH8,8789,11687
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAFFYX010000024.1,0,24506,UniRef50_A0A1J6QGH8,11090,13988
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AAJVWH010000016.1,0,39723,UniRef50_A0A1J6QGH8,10459,13357
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AABUDV010000013.1,0,24582,UniRef50_A0A1J6QGH8,11173,14071
ENA|AACHDN010000005|AACHDN010000005.1,0,48125,UniRef50_A0A1J6QGH8,10398,13332	AABRCT010000019.1,0,24497,UniRef50_A0A1J6QGH8,10508,13406
NZ_VAWE01000005.1,3579,67835,UniRef50_A0A517ZGB8,9437,11699	NZ_VAWE01000005.1,3579,67835,UniRef50_A0A517ZGB8,9437,11699
ERZ898513.746,0,99763,UniRef50_A0A5B9DB16,55294,57493	ERZ898513.746,0,99763,UniRef50_A0A5B9DB16,55294,57493
ENA-USYR01000335-USYR01000335.1-human-gut-metagenome-genome-assembly--contig:-NODE-335-length-26912-cov-15.674418,0,26912,UniRef50_A0A412L761,11373,12693	ENA-USYR01000335-USYR01000335.1-human-gut-metagenome-genome-assembly--contig:-NODE-335-length-26912-cov-15.674418,0,26912,UniRef50_A0A412L761,11373,12693
